Sentence #,Word,Tag
Sentence: 2376,the,I-Plot
Sentence: 2376,states,I-Plot
Sentence: 2376,the,I-Plot
Sentence: 2376,ape,I-Plot
Sentence: 2376,falls,I-Plot
Sentence: 2376,in,I-Plot
Sentence: 2376,love,I-Plot
Sentence: 2376,with,I-Plot
Sentence: 2376,a,I-Plot
Sentence: 2376,blond,I-Plot
Sentence: 2376,woman,I-Plot
Sentence: 2376,in,I-Plot
Sentence: 2376,the,I-Plot
Sentence: 2376,movie,I-Plot
Sentence: 2376,and,I-Plot
Sentence: 2376,they,I-Plot
Sentence: 2376,wind,I-Plot
Sentence: 2376,up,I-Plot
Sentence: 2376,on,I-Plot
Sentence: 2376,top,I-Plot
Sentence: 2376,of,I-Plot
Sentence: 2376,a,I-Plot
Sentence: 2376,skyscraper,I-Plot
Sentence: 2377,i,O
Sentence: 2377,am,O
Sentence: 2377,thinking,O
Sentence: 2377,of,O
Sentence: 2377,a,O
Sentence: 2377,movie,O
Sentence: 2377,that,O
Sentence: 2377,is,O
Sentence: 2377,a,O
Sentence: 2377,spin,B-Relationship
Sentence: 2377,off,I-Relationship
Sentence: 2377,of,O
Sentence: 2377,one,O
Sentence: 2377,of,O
Sentence: 2377,the,O
Sentence: 2377,greatest,B-Opinion
Sentence: 2377,shakespeare,B-Origin
Sentence: 2377,classics,B-Opinion
Sentence: 2377,off,O
Sentence: 2377,all,O
Sentence: 2377,time,O
Sentence: 2378,i,O
Sentence: 2378,am,O
Sentence: 2378,thinking,O
Sentence: 2378,of,O
Sentence: 2378,a,O
Sentence: 2378,movie,O
Sentence: 2378,that,O
Sentence: 2378,is,O
Sentence: 2378,based,B-Origin
Sentence: 2378,off,I-Origin
Sentence: 2378,of,I-Origin
Sentence: 2378,a,I-Origin
Sentence: 2378,famous,I-Origin
Sentence: 2378,poem,I-Origin
Sentence: 2378,written,I-Origin
Sentence: 2378,by,I-Origin
Sentence: 2378,edgar,I-Origin
Sentence: 2378,allan,I-Origin
Sentence: 2378,poe,I-Origin
Sentence: 2379,i,O
Sentence: 2379,am,O
Sentence: 2379,thinking,O
Sentence: 2379,of,O
Sentence: 2379,a,O
Sentence: 2379,movie,O
Sentence: 2379,that,O
Sentence: 2379,is,O
Sentence: 2379,the,O
Sentence: 2379,second,B-Relationship
Sentence: 2379,to,I-Relationship
Sentence: 2379,last,I-Relationship
Sentence: 2379,in,I-Relationship
Sentence: 2379,a,I-Relationship
Sentence: 2379,series,I-Relationship
Sentence: 2379,about,O
Sentence: 2379,a,O
Sentence: 2379,vampire,B-Plot
Sentence: 2379,and,I-Plot
Sentence: 2379,the,I-Plot
Sentence: 2379,human,I-Plot
Sentence: 2379,who,I-Plot
Sentence: 2379,falls,I-Plot
Sentence: 2379,in,I-Plot
Sentence: 2379,love,I-Plot
Sentence: 2379,with,I-Plot
Sentence: 2379,him,I-Plot
Sentence: 2380,i,O
Sentence: 2380,am,O
Sentence: 2380,thinking,O
Sentence: 2380,of,O
Sentence: 2380,a,O
Sentence: 2380,movie,O
Sentence: 2380,with,O
Sentence: 2380,a,O
Sentence: 2380,lion,B-Plot
Sentence: 2380,scarecrow,I-Plot
Sentence: 2380,and,I-Plot
Sentence: 2380,tin,I-Plot
Sentence: 2380,man,I-Plot
Sentence: 2380,and,I-Plot
Sentence: 2380,a,I-Plot
Sentence: 2380,girl,I-Plot
Sentence: 2380,and,I-Plot
Sentence: 2380,her,I-Plot
Sentence: 2380,dog,I-Plot
Sentence: 2380,get,I-Plot
Sentence: 2380,blown,I-Plot
Sentence: 2380,away,I-Plot
Sentence: 2380,in,I-Plot
Sentence: 2380,a,I-Plot
Sentence: 2380,tornado,I-Plot
Sentence: 2381,i,O
Sentence: 2381,am,O
Sentence: 2381,thinking,O
Sentence: 2381,of,O
Sentence: 2381,a,O
Sentence: 2381,new,O
Sentence: 2381,disney,B-Director
Sentence: 2381,classic,B-Opinion
Sentence: 2381,film,O
Sentence: 2381,that,O
Sentence: 2381,tells,O
Sentence: 2381,the,B-Plot
Sentence: 2381,story,I-Plot
Sentence: 2381,of,I-Plot
Sentence: 2381,a,I-Plot
Sentence: 2381,hard,I-Plot
Sentence: 2381,working,I-Plot
Sentence: 2381,young,I-Plot
Sentence: 2381,girl,I-Plot
Sentence: 2381,who,I-Plot
Sentence: 2381,becomes,I-Plot
Sentence: 2381,a,I-Plot
Sentence: 2381,princess,I-Plot
Sentence: 2381,after,I-Plot
Sentence: 2381,a,I-Plot
Sentence: 2381,magical,I-Plot
Sentence: 2381,encounter,I-Plot
Sentence: 2381,with,I-Plot
Sentence: 2381,an,I-Plot
Sentence: 2381,amphibian,I-Plot
Sentence: 2382,i,O
Sentence: 2382,am,O
Sentence: 2382,thinking,O
Sentence: 2382,of,O
Sentence: 2382,a,O
Sentence: 2382,recent,O
Sentence: 2382,animated,B-Genre
Sentence: 2382,film,O
Sentence: 2382,that,O
Sentence: 2382,tells,O
Sentence: 2382,the,B-Plot
Sentence: 2382,tale,I-Plot
Sentence: 2382,of,I-Plot
Sentence: 2382,jack,I-Plot
Sentence: 2382,frost,I-Plot
Sentence: 2382,and,I-Plot
Sentence: 2382,his,I-Plot
Sentence: 2382,attempt,I-Plot
Sentence: 2382,to,I-Plot
Sentence: 2382,save,I-Plot
Sentence: 2382,the,I-Plot
Sentence: 2382,world,I-Plot
Sentence: 2382,from,I-Plot
Sentence: 2382,darkness,I-Plot
Sentence: 2383,i,O
Sentence: 2383,am,O
Sentence: 2383,thinking,O
Sentence: 2383,of,O
Sentence: 2383,a,O
Sentence: 2383,recent,O
Sentence: 2383,film,O
Sentence: 2383,that,O
Sentence: 2383,acts,O
Sentence: 2383,as,O
Sentence: 2383,a,B-Origin
Sentence: 2383,prequel,I-Origin
Sentence: 2383,to,I-Origin
Sentence: 2383,the,I-Origin
Sentence: 2383,classic,I-Origin
Sentence: 2383,70,I-Origin
Sentence: 2383,s,I-Origin
Sentence: 2383,sci,I-Origin
Sentence: 2383,fi,I-Origin
Sentence: 2383,film,I-Origin
Sentence: 2383,franchise,I-Origin
Sentence: 2383,featuring,O
Sentence: 2383,simians,B-Plot
Sentence: 2383,as,I-Plot
Sentence: 2383,the,I-Plot
Sentence: 2383,dominant,I-Plot
Sentence: 2383,earth,I-Plot
Sentence: 2383,species,I-Plot
Sentence: 2384,i,O
Sentence: 2384,am,O
Sentence: 2384,thinking,O
Sentence: 2384,of,O
Sentence: 2384,a,O
Sentence: 2384,recent,O
Sentence: 2384,sci,B-Genre
Sentence: 2384,fi,I-Genre
Sentence: 2384,classic,B-Opinion
Sentence: 2384,film,O
Sentence: 2384,whose,O
Sentence: 2384,setting,O
Sentence: 2384,is,B-Plot
Sentence: 2384,a,I-Plot
Sentence: 2384,dystopian,I-Plot
Sentence: 2384,future,I-Plot
Sentence: 2384,where,I-Plot
Sentence: 2384,life,I-Plot
Sentence: 2384,expires,I-Plot
Sentence: 2384,if,I-Plot
Sentence: 2384,it,I-Plot
Sentence: 2384,is,I-Plot
Sentence: 2384,not,I-Plot
Sentence: 2384,purchased,I-Plot
Sentence: 2384,beforehand,I-Plot
Sentence: 2385,i,O
Sentence: 2385,am,O
Sentence: 2385,thinking,O
Sentence: 2385,of,O
Sentence: 2385,a,O
Sentence: 2385,romantic,B-Genre
Sentence: 2385,comedy,I-Genre
Sentence: 2385,that,O
Sentence: 2385,stars,O
Sentence: 2385,sandra,B-Actor
Sentence: 2385,bullock,I-Actor
Sentence: 2385,as,O
Sentence: 2385,a,B-Plot
Sentence: 2385,woman,I-Plot
Sentence: 2385,who,I-Plot
Sentence: 2385,falls,I-Plot
Sentence: 2385,for,I-Plot
Sentence: 2385,a,I-Plot
Sentence: 2385,man,I-Plot
Sentence: 2385,in,I-Plot
Sentence: 2385,a,I-Plot
Sentence: 2385,coma,I-Plot
Sentence: 2386,i,O
Sentence: 2386,am,O
Sentence: 2386,thinking,O
Sentence: 2386,of,O
Sentence: 2386,a,O
Sentence: 2386,sci,B-Genre
Sentence: 2386,fi,I-Genre
Sentence: 2386,film,O
Sentence: 2386,that,O
Sentence: 2386,pairs,O
Sentence: 2386,characters,B-Plot
Sentence: 2386,from,I-Plot
Sentence: 2386,the,I-Plot
Sentence: 2386,old,I-Plot
Sentence: 2386,west,I-Plot
Sentence: 2386,with,I-Plot
Sentence: 2386,hostile,I-Plot
Sentence: 2386,extra,I-Plot
Sentence: 2386,terrestrial,I-Plot
Sentence: 2386,beings,I-Plot
Sentence: 2387,i,O
Sentence: 2387,am,O
Sentence: 2387,thinking,O
Sentence: 2387,of,O
Sentence: 2387,a,O
Sentence: 2387,supernatural,B-Genre
Sentence: 2387,horror,I-Genre
Sentence: 2387,film,O
Sentence: 2387,about,O
Sentence: 2387,a,B-Plot
Sentence: 2387,group,I-Plot
Sentence: 2387,of,I-Plot
Sentence: 2387,teenagers,I-Plot
Sentence: 2387,who,I-Plot
Sentence: 2387,cheat,I-Plot
Sentence: 2387,death,I-Plot
Sentence: 2387,but,I-Plot
Sentence: 2387,then,I-Plot
Sentence: 2387,death,I-Plot
Sentence: 2387,comes,I-Plot
Sentence: 2387,back,I-Plot
Sentence: 2387,to,I-Plot
Sentence: 2387,stalk,I-Plot
Sentence: 2387,them,I-Plot
Sentence: 2388,i,O
Sentence: 2388,am,O
Sentence: 2388,thinking,O
Sentence: 2388,of,O
Sentence: 2388,a,O
Sentence: 2388,tyler,B-Director
Sentence: 2388,film,O
Sentence: 2388,that,O
Sentence: 2388,stars,O
Sentence: 2388,himself,O
Sentence: 2388,as,O
Sentence: 2388,the,O
Sentence: 2388,quintessential,B-Plot
Sentence: 2388,ghetto,I-Plot
Sentence: 2388,granny,I-Plot
Sentence: 2388,who,I-Plot
Sentence: 2388,takes,I-Plot
Sentence: 2388,on,I-Plot
Sentence: 2388,the,I-Plot
Sentence: 2388,responsibility,I-Plot
Sentence: 2388,of,I-Plot
Sentence: 2388,housing,I-Plot
Sentence: 2388,a,I-Plot
Sentence: 2388,cfo,I-Plot
Sentence: 2388,accused,I-Plot
Sentence: 2388,of,I-Plot
Sentence: 2388,a,I-Plot
Sentence: 2388,running,I-Plot
Sentence: 2388,a,I-Plot
Sentence: 2388,ponzi,I-Plot
Sentence: 2388,scheme,I-Plot
Sentence: 2388,for,I-Plot
Sentence: 2388,the,I-Plot
Sentence: 2388,mob,I-Plot
Sentence: 2389,i,O
Sentence: 2389,am,O
Sentence: 2389,thinking,O
Sentence: 2389,of,O
Sentence: 2389,a,O
Sentence: 2389,tyler,B-Director
Sentence: 2389,perry,I-Director
Sentence: 2389,film,O
Sentence: 2389,where,O
Sentence: 2389,he,B-Plot
Sentence: 2389,crossdresses,I-Plot
Sentence: 2389,as,I-Plot
Sentence: 2389,a,I-Plot
Sentence: 2389,woman,I-Plot
Sentence: 2389,who,I-Plot
Sentence: 2389,must,I-Plot
Sentence: 2389,protect,I-Plot
Sentence: 2389,a,I-Plot
Sentence: 2389,family,I-Plot
Sentence: 2389,s,I-Plot
Sentence: 2389,identities,I-Plot
Sentence: 2390,i,O
Sentence: 2390,am,O
Sentence: 2390,thinking,O
Sentence: 2390,of,O
Sentence: 2390,an,O
Sentence: 2390,80,B-Year
Sentence: 2390,s,I-Year
Sentence: 2390,romantic,B-Genre
Sentence: 2390,comedy,I-Genre
Sentence: 2390,starring,O
Sentence: 2390,melanie,B-Actor
Sentence: 2390,griffith,I-Actor
Sentence: 2390,as,O
Sentence: 2390,a,B-Plot
Sentence: 2390,woman,I-Plot
Sentence: 2390,whose,I-Plot
Sentence: 2390,boss,I-Plot
Sentence: 2390,steals,I-Plot
Sentence: 2390,her,I-Plot
Sentence: 2390,idea,I-Plot
Sentence: 2390,and,I-Plot
Sentence: 2390,sells,I-Plot
Sentence: 2390,it,I-Plot
Sentence: 2390,as,I-Plot
Sentence: 2390,her,I-Plot
Sentence: 2390,own,I-Plot
Sentence: 2391,i,O
Sentence: 2391,am,O
Sentence: 2391,thinking,O
Sentence: 2391,of,O
Sentence: 2391,an,O
Sentence: 2391,academy,B-Award
Sentence: 2391,award,I-Award
Sentence: 2391,winning,O
Sentence: 2391,film,O
Sentence: 2391,that,O
Sentence: 2391,stars,O
Sentence: 2391,tim,B-Actor
Sentence: 2391,robbins,I-Actor
Sentence: 2391,as,O
Sentence: 2391,a,B-Plot
Sentence: 2391,man,I-Plot
Sentence: 2391,who,I-Plot
Sentence: 2391,was,I-Plot
Sentence: 2391,abducted,I-Plot
Sentence: 2391,and,I-Plot
Sentence: 2391,molested,I-Plot
Sentence: 2391,by,I-Plot
Sentence: 2391,a,I-Plot
Sentence: 2391,pedophile,I-Plot
Sentence: 2391,when,I-Plot
Sentence: 2391,he,I-Plot
Sentence: 2391,was,I-Plot
Sentence: 2391,a,I-Plot
Sentence: 2391,boy,I-Plot
Sentence: 2392,i,O
Sentence: 2392,am,O
Sentence: 2392,thinking,O
Sentence: 2392,of,O
Sentence: 2392,an,O
Sentence: 2392,action,B-Genre
Sentence: 2392,adventure,I-Genre
Sentence: 2392,film,O
Sentence: 2392,that,O
Sentence: 2392,stars,O
Sentence: 2392,angelina,B-Actor
Sentence: 2392,jolie,I-Actor
Sentence: 2392,as,O
Sentence: 2392,a,B-Plot
Sentence: 2392,russian,I-Plot
Sentence: 2392,sleeper,I-Plot
Sentence: 2392,agent,I-Plot
Sentence: 2393,i,O
Sentence: 2393,am,O
Sentence: 2393,thinking,O
Sentence: 2393,of,O
Sentence: 2393,an,O
Sentence: 2393,action,B-Genre
Sentence: 2393,film,O
Sentence: 2393,starring,O
Sentence: 2393,zoe,B-Actor
Sentence: 2393,saldana,I-Actor
Sentence: 2393,as,O
Sentence: 2393,a,B-Plot
Sentence: 2393,hit,I-Plot
Sentence: 2393,woman,I-Plot
Sentence: 2393,who,I-Plot
Sentence: 2393,seeks,I-Plot
Sentence: 2393,to,I-Plot
Sentence: 2393,avenge,I-Plot
Sentence: 2393,the,I-Plot
Sentence: 2393,murder,I-Plot
Sentence: 2393,of,I-Plot
Sentence: 2393,her,I-Plot
Sentence: 2393,parents,I-Plot
Sentence: 2394,i,O
Sentence: 2394,am,O
Sentence: 2394,thinking,O
Sentence: 2394,of,O
Sentence: 2394,an,O
Sentence: 2394,animated,B-Genre
Sentence: 2394,film,O
Sentence: 2394,about,O
Sentence: 2394,a,B-Plot
Sentence: 2394,large,I-Plot
Sentence: 2394,metal,I-Plot
Sentence: 2394,robot,I-Plot
Sentence: 2394,alien,I-Plot
Sentence: 2394,who,I-Plot
Sentence: 2394,visits,I-Plot
Sentence: 2394,earth,I-Plot
Sentence: 2394,and,I-Plot
Sentence: 2394,befriends,I-Plot
Sentence: 2394,a,I-Plot
Sentence: 2394,little,I-Plot
Sentence: 2394,boy,I-Plot
Sentence: 2395,i,O
Sentence: 2395,am,O
Sentence: 2395,thinking,O
Sentence: 2395,of,O
Sentence: 2395,an,O
Sentence: 2395,animated,B-Genre
Sentence: 2395,film,O
Sentence: 2395,that,O
Sentence: 2395,features,O
Sentence: 2395,jack,B-Character_Name
Sentence: 2395,frost,I-Character_Name
Sentence: 2395,on,B-Plot
Sentence: 2395,a,I-Plot
Sentence: 2395,quest,I-Plot
Sentence: 2395,to,I-Plot
Sentence: 2395,save,I-Plot
Sentence: 2395,the,I-Plot
Sentence: 2395,world,I-Plot
Sentence: 2396,i,O
Sentence: 2396,am,O
Sentence: 2396,thinking,O
Sentence: 2396,of,O
Sentence: 2396,an,O
Sentence: 2396,award,B-Award
Sentence: 2396,winning,I-Award
Sentence: 2396,film,O
Sentence: 2396,that,O
Sentence: 2396,stars,O
Sentence: 2396,diane,B-Actor
Sentence: 2396,lane,I-Actor
Sentence: 2396,as,O
Sentence: 2396,a,B-Plot
Sentence: 2396,newly,I-Plot
Sentence: 2396,divorced,I-Plot
Sentence: 2396,american,I-Plot
Sentence: 2396,woman,I-Plot
Sentence: 2396,who,I-Plot
Sentence: 2396,decides,I-Plot
Sentence: 2396,to,I-Plot
Sentence: 2396,reinvent,I-Plot
Sentence: 2396,herself,I-Plot
Sentence: 2396,by,I-Plot
Sentence: 2396,purchasing,I-Plot
Sentence: 2396,an,I-Plot
Sentence: 2396,italian,I-Plot
Sentence: 2396,villa,I-Plot
Sentence: 2397,i,O
Sentence: 2397,am,O
Sentence: 2397,thinking,O
Sentence: 2397,of,O
Sentence: 2397,an,O
Sentence: 2397,intense,B-Opinion
Sentence: 2397,movie,O
Sentence: 2397,where,O
Sentence: 2397,the,B-Plot
Sentence: 2397,guy,I-Plot
Sentence: 2397,turns,I-Plot
Sentence: 2397,into,I-Plot
Sentence: 2397,a,I-Plot
Sentence: 2397,wolf,I-Plot
Sentence: 2397,and,I-Plot
Sentence: 2397,becomes,I-Plot
Sentence: 2397,the,I-Plot
Sentence: 2397,villain,I-Plot
Sentence: 2397,of,I-Plot
Sentence: 2397,the,I-Plot
Sentence: 2397,village,I-Plot
Sentence: 2398,i,O
Sentence: 2398,am,O
Sentence: 2398,thinking,O
Sentence: 2398,of,O
Sentence: 2398,the,O
Sentence: 2398,70,B-Year
Sentence: 2398,s,I-Year
Sentence: 2398,classic,B-Opinion
Sentence: 2398,film,O
Sentence: 2398,that,O
Sentence: 2398,tells,O
Sentence: 2398,the,O
Sentence: 2398,story,B-Plot
Sentence: 2398,of,I-Plot
Sentence: 2398,an,I-Plot
Sentence: 2398,underdog,I-Plot
Sentence: 2398,boxer,I-Plot
Sentence: 2398,who,I-Plot
Sentence: 2398,goes,I-Plot
Sentence: 2398,the,I-Plot
Sentence: 2398,distance,I-Plot
Sentence: 2398,despite,I-Plot
Sentence: 2398,the,I-Plot
Sentence: 2398,odds,I-Plot
Sentence: 2399,i,O
Sentence: 2399,am,O
Sentence: 2399,thinking,O
Sentence: 2399,of,O
Sentence: 2399,the,O
Sentence: 2399,70,B-Year
Sentence: 2399,s,I-Year
Sentence: 2399,horror,B-Genre
Sentence: 2399,cult,I-Genre
Sentence: 2399,classic,B-Opinion
Sentence: 2399,about,O
Sentence: 2399,leatherface,B-Plot
Sentence: 2399,and,I-Plot
Sentence: 2399,his,I-Plot
Sentence: 2399,family,I-Plot
Sentence: 2399,of,I-Plot
Sentence: 2399,cannibalistic,I-Plot
Sentence: 2399,serial,I-Plot
Sentence: 2399,killers,I-Plot
Sentence: 2400,i,O
Sentence: 2400,am,O
Sentence: 2400,thinking,O
Sentence: 2400,of,O
Sentence: 2400,the,O
Sentence: 2400,80,B-Year
Sentence: 2400,s,O
Sentence: 2400,british,B-Genre
Sentence: 2400,romantic,I-Genre
Sentence: 2400,comedy,I-Genre
Sentence: 2400,that,O
Sentence: 2400,stars,O
Sentence: 2400,hugh,B-Actor
Sentence: 2400,grant,I-Actor
Sentence: 2400,as,O
Sentence: 2400,a,O
Sentence: 2400,bachelor,B-Plot
Sentence: 2400,running,I-Plot
Sentence: 2400,from,I-Plot
Sentence: 2400,inevitable,I-Plot
Sentence: 2400,love,I-Plot
Sentence: 2401,i,O
Sentence: 2401,am,O
Sentence: 2401,thinking,O
Sentence: 2401,of,O
Sentence: 2401,the,O
Sentence: 2401,80,B-Year
Sentence: 2401,s,I-Year
Sentence: 2401,classic,B-Genre
Sentence: 2401,oliver,B-Director
Sentence: 2401,stone,I-Director
Sentence: 2401,film,O
Sentence: 2401,that,O
Sentence: 2401,features,O
Sentence: 2401,willem,B-Actor
Sentence: 2401,defoe,I-Actor
Sentence: 2401,and,O
Sentence: 2401,charlie,B-Actor
Sentence: 2401,sheen,I-Actor
Sentence: 2401,as,O
Sentence: 2401,members,B-Plot
Sentence: 2401,of,I-Plot
Sentence: 2401,a,I-Plot
Sentence: 2401,military,I-Plot
Sentence: 2401,unit,I-Plot
Sentence: 2401,stationed,I-Plot
Sentence: 2401,in,I-Plot
Sentence: 2401,vietnam,I-Plot
Sentence: 2402,i,O
Sentence: 2402,am,O
Sentence: 2402,thinking,O
Sentence: 2402,of,O
Sentence: 2402,the,O
Sentence: 2402,90,B-Year
Sentence: 2402,s,I-Year
Sentence: 2402,era,O
Sentence: 2402,film,O
Sentence: 2402,adaptation,O
Sentence: 2402,of,O
Sentence: 2402,the,O
Sentence: 2402,classic,B-Opinion
Sentence: 2402,e,B-Origin
Sentence: 2402,m,I-Origin
Sentence: 2402,forster,I-Origin
Sentence: 2402,novel,I-Origin
Sentence: 2402,about,B-Plot
Sentence: 2402,three,I-Plot
Sentence: 2402,british,I-Plot
Sentence: 2402,families,I-Plot
Sentence: 2402,that,O
Sentence: 2402,stars,O
Sentence: 2402,anthony,B-Actor
Sentence: 2402,hopkins,I-Actor
Sentence: 2402,and,O
Sentence: 2402,emma,B-Actor
Sentence: 2402,thompson,I-Actor
Sentence: 2403,i,O
Sentence: 2403,am,O
Sentence: 2403,thinking,O
Sentence: 2403,of,O
Sentence: 2403,the,O
Sentence: 2403,academy,B-Award
Sentence: 2403,award,I-Award
Sentence: 2403,winning,I-Award
Sentence: 2403,steven,B-Director
Sentence: 2403,spielberg,I-Director
Sentence: 2403,film,O
Sentence: 2403,that,O
Sentence: 2403,chronicles,B-Plot
Sentence: 2403,the,I-Plot
Sentence: 2403,events,I-Plot
Sentence: 2403,of,I-Plot
Sentence: 2403,a,I-Plot
Sentence: 2403,famous,I-Plot
Sentence: 2403,manufacturer,I-Plot
Sentence: 2403,who,I-Plot
Sentence: 2403,saved,I-Plot
Sentence: 2403,the,I-Plot
Sentence: 2403,lives,I-Plot
Sentence: 2403,of,I-Plot
Sentence: 2403,thousands,I-Plot
Sentence: 2403,of,I-Plot
Sentence: 2403,jews,I-Plot
Sentence: 2403,during,I-Plot
Sentence: 2403,the,I-Plot
Sentence: 2403,holocaust,I-Plot
Sentence: 2404,i,O
Sentence: 2404,am,O
Sentence: 2404,thinking,O
Sentence: 2404,of,O
Sentence: 2404,the,O
Sentence: 2404,animated,B-Genre
Sentence: 2404,film,O
Sentence: 2404,that,O
Sentence: 2404,is,O
Sentence: 2404,based,B-Origin
Sentence: 2404,on,I-Origin
Sentence: 2404,the,I-Origin
Sentence: 2404,neil,I-Origin
Sentence: 2404,gaiman,I-Origin
Sentence: 2404,book,I-Origin
Sentence: 2404,about,O
Sentence: 2404,a,B-Plot
Sentence: 2404,little,I-Plot
Sentence: 2404,girl,I-Plot
Sentence: 2404,who,I-Plot
Sentence: 2404,stumbles,I-Plot
Sentence: 2404,upon,I-Plot
Sentence: 2404,an,I-Plot
Sentence: 2404,alternate,I-Plot
Sentence: 2404,version,I-Plot
Sentence: 2404,of,I-Plot
Sentence: 2404,herself,I-Plot
Sentence: 2404,and,I-Plot
Sentence: 2404,her,I-Plot
Sentence: 2404,family,I-Plot
Sentence: 2405,i,O
Sentence: 2405,am,O
Sentence: 2405,thinking,O
Sentence: 2405,of,O
Sentence: 2405,the,O
Sentence: 2405,award,B-Award
Sentence: 2405,winning,I-Award
Sentence: 2405,film,I-Award
Sentence: 2405,that,O
Sentence: 2405,stars,O
Sentence: 2405,viola,B-Actor
Sentence: 2405,davis,I-Actor
Sentence: 2405,as,O
Sentence: 2405,a,O
Sentence: 2405,black,B-Plot
Sentence: 2405,maid,I-Plot
Sentence: 2405,charged,I-Plot
Sentence: 2405,with,I-Plot
Sentence: 2405,the,I-Plot
Sentence: 2405,task,I-Plot
Sentence: 2405,of,I-Plot
Sentence: 2405,raising,I-Plot
Sentence: 2405,white,I-Plot
Sentence: 2405,children,I-Plot
Sentence: 2405,and,I-Plot
Sentence: 2405,emma,I-Plot
Sentence: 2405,stone,I-Plot
Sentence: 2405,as,I-Plot
Sentence: 2405,the,I-Plot
Sentence: 2405,courageous,I-Plot
Sentence: 2405,white,I-Plot
Sentence: 2405,woman,I-Plot
Sentence: 2405,who,I-Plot
Sentence: 2405,wants,I-Plot
Sentence: 2405,to,I-Plot
Sentence: 2405,tell,I-Plot
Sentence: 2405,the,I-Plot
Sentence: 2405,maid,I-Plot
Sentence: 2405,s,I-Plot
Sentence: 2405,story,I-Plot
Sentence: 2406,i,O
Sentence: 2406,am,O
Sentence: 2406,thinking,O
Sentence: 2406,of,O
Sentence: 2406,the,O
Sentence: 2406,blockbuster,B-Opinion
Sentence: 2406,film,O
Sentence: 2406,that,O
Sentence: 2406,is,O
Sentence: 2406,first,B-Relationship
Sentence: 2406,in,I-Relationship
Sentence: 2406,this,I-Relationship
Sentence: 2406,sci,I-Relationship
Sentence: 2406,fi,I-Relationship
Sentence: 2406,franchise,I-Relationship
Sentence: 2406,that,O
Sentence: 2406,tells,O
Sentence: 2406,the,O
Sentence: 2406,story,O
Sentence: 2406,of,O
Sentence: 2406,ellen,B-Actor
Sentence: 2406,ripley,I-Actor
Sentence: 2406,s,O
Sentence: 2406,battle,B-Plot
Sentence: 2406,against,I-Plot
Sentence: 2406,hostile,I-Plot
Sentence: 2406,beings,I-Plot
Sentence: 2407,i,O
Sentence: 2407,am,O
Sentence: 2407,thinking,O
Sentence: 2407,of,O
Sentence: 2407,the,O
Sentence: 2407,blockbuster,B-Genre
Sentence: 2407,film,O
Sentence: 2407,that,O
Sentence: 2407,tells,O
Sentence: 2407,the,O
Sentence: 2407,story,O
Sentence: 2407,of,O
Sentence: 2407,star,B-Plot
Sentence: 2407,crossed,I-Plot
Sentence: 2407,lovers,I-Plot
Sentence: 2407,aboard,I-Plot
Sentence: 2407,a,I-Plot
Sentence: 2407,historically,I-Plot
Sentence: 2407,doomed,I-Plot
Sentence: 2407,luxury,I-Plot
Sentence: 2407,liner,I-Plot
Sentence: 2408,i,O
Sentence: 2408,am,O
Sentence: 2408,thinking,O
Sentence: 2408,of,O
Sentence: 2408,the,O
Sentence: 2408,charlton,B-Actor
Sentence: 2408,heston,I-Actor
Sentence: 2408,epic,B-Opinion
Sentence: 2408,film,O
Sentence: 2408,about,O
Sentence: 2408,a,B-Plot
Sentence: 2408,wealthy,I-Plot
Sentence: 2408,prince,I-Plot
Sentence: 2408,who,I-Plot
Sentence: 2408,is,I-Plot
Sentence: 2408,reduced,I-Plot
Sentence: 2408,to,I-Plot
Sentence: 2408,a,I-Plot
Sentence: 2408,slave,I-Plot
Sentence: 2408,and,I-Plot
Sentence: 2408,witnesses,I-Plot
Sentence: 2408,the,I-Plot
Sentence: 2408,miracle,I-Plot
Sentence: 2408,of,I-Plot
Sentence: 2408,jesus,I-Plot
Sentence: 2409,i,O
Sentence: 2409,am,O
Sentence: 2409,thinking,O
Sentence: 2409,of,O
Sentence: 2409,the,O
Sentence: 2409,classic,B-Opinion
Sentence: 2409,70,B-Year
Sentence: 2409,s,I-Year
Sentence: 2409,crime,B-Genre
Sentence: 2409,film,O
Sentence: 2409,that,O
Sentence: 2409,is,O
Sentence: 2409,the,B-Relationship
Sentence: 2409,first,I-Relationship
Sentence: 2409,in,I-Relationship
Sentence: 2409,a,I-Relationship
Sentence: 2409,series,I-Relationship
Sentence: 2409,of,I-Relationship
Sentence: 2409,films,I-Relationship
Sentence: 2409,that,O
Sentence: 2409,feature,O
Sentence: 2409,clint,B-Actor
Sentence: 2409,eastwood,I-Actor
Sentence: 2409,as,B-Plot
Sentence: 2409,a,I-Plot
Sentence: 2409,cleaver,I-Plot
Sentence: 2409,san,I-Plot
Sentence: 2409,francisco,I-Plot
Sentence: 2409,police,I-Plot
Sentence: 2409,inspector,I-Plot
Sentence: 2410,i,O
Sentence: 2410,am,O
Sentence: 2410,thinking,O
Sentence: 2410,of,O
Sentence: 2410,the,O
Sentence: 2410,classic,B-Year
Sentence: 2410,70,I-Year
Sentence: 2410,s,I-Year
Sentence: 2410,film,O
Sentence: 2410,about,O
Sentence: 2410,a,B-Plot
Sentence: 2410,group,I-Plot
Sentence: 2410,of,I-Plot
Sentence: 2410,juvenile,I-Plot
Sentence: 2410,punks,I-Plot
Sentence: 2410,who,I-Plot
